Timestamp,kWh,hour,day_of_week,month
2024-02-10 00:00:00,0.921,0,5,2
2024-02-10 00:30:00,0.185,0,5,2
2024-02-10 01:00:00,0.146,1,5,2
2024-02-10 01:30:00,0.184,1,5,2
2024-02-10 02:00:00,0.245,2,5,2
2024-02-10 02:30:00,0.176,2,5,2
2024-02-10 03:00:00,0.189,3,5,2
2024-02-10 03:30:00,0.242,3,5,2
2024-02-10 04:00:00,0.172,4,5,2
2024-02-10 04:30:00,0.227,4,5,2
2024-02-10 05:00:00,0.203,5,5,2
2024-02-10 05:30:00,0.188,5,5,2
2024-02-10 06:00:00,0.235,6,5,2
2024-02-10 06:30:00,0.261,6,5,2
2024-02-10 07:00:00,0.247,7,5,2
2024-02-10 07:30:00,0.317,7,5,2
2024-02-10 08:00:00,0.158,8,5,2
2024-02-10 08:30:00,0.248,8,5,2
2024-02-10 09:00:00,0.213,9,5,2
2024-02-10 09:30:00,0.154,9,5,2
2024-02-10 10:00:00,0.266,10,5,2
2024-02-10 10:30:00,0.155,10,5,2
2024-02-10 11:00:00,0.22,11,5,2
2024-02-10 11:30:00,0.764,11,5,2
2024-02-10 12:00:00,0.59,12,5,2
2024-02-10 12:30:00,0.305,12,5,2
2024-02-10 13:00:00,0.357,13,5,2
2024-02-10 13:30:00,0.37,13,5,2
2024-02-10 14:00:00,0.326,14,5,2
2024-02-10 14:30:00,0.267,14,5,2
2024-02-10 15:00:00,0.336,15,5,2
2024-02-10 15:30:00,0.32,15,5,2
2024-02-10 16:00:00,0.334,16,5,2
2024-02-10 16:30:00,0.35,16,5,2
2024-02-10 17:00:00,0.325,17,5,2
2024-02-10 17:30:00,0.321,17,5,2
2024-02-10 18:00:00,0.342,18,5,2
2024-02-10 18:30:00,0.336,18,5,2
2024-02-10 19:00:00,0.476,19,5,2
2024-02-10 19:30:00,0.432,19,5,2
2024-02-10 20:00:00,0.37,20,5,2
2024-02-10 20:30:00,0.432,20,5,2
2024-02-10 21:00:00,0.425,21,5,2
2024-02-10 21:30:00,0.634,21,5,2
2024-02-10 22:00:00,0.48,22,5,2
2024-02-10 22:30:00,0.548,22,5,2
2024-02-10 23:00:00,0.584,23,5,2
2024-02-10 23:30:00,0.49,23,5,2
2024-02-11 00:00:00,0.52,0,6,2
2024-02-11 00:30:00,0.518,0,6,2
2024-02-11 01:00:00,0.5,1,6,2
2024-02-11 01:30:00,0.496,1,6,2
2024-02-11 02:00:00,0.462,2,6,2
2024-02-11 02:30:00,0.53,2,6,2
2024-02-11 03:00:00,0.415,3,6,2
2024-02-11 03:30:00,0.35,3,6,2
2024-02-11 04:00:00,0.303,4,6,2
2024-02-11 04:30:00,0.268,4,6,2
2024-02-11 05:00:00,0.188,5,6,2
2024-02-11 05:30:00,0.145,5,6,2
2024-02-11 06:00:00,0.142,6,6,2
2024-02-11 06:30:00,0.166,6,6,2
2024-02-11 07:00:00,0.176,7,6,2
2024-02-11 07:30:00,0.215,7,6,2
2024-02-11 08:00:00,0.172,8,6,2
2024-02-11 08:30:00,0.186,8,6,2
2024-02-11 09:00:00,0.18,9,6,2
2024-02-11 09:30:00,0.197,9,6,2
2024-02-11 10:00:00,0.167,10,6,2
2024-02-11 10:30:00,0.145,10,6,2
2024-02-11 11:00:00,0.145,11,6,2
2024-02-11 11:30:00,0.152,11,6,2
2024-02-11 12:00:00,0.15,12,6,2
2024-02-11 12:30:00,0.253,12,6,2
2024-02-11 13:00:00,0.296,13,6,2
2024-02-11 13:30:00,0.257,13,6,2
2024-02-11 14:00:00,0.243,14,6,2
2024-02-11 14:30:00,0.249,14,6,2
2024-02-11 15:00:00,0.247,15,6,2
2024-02-11 15:30:00,0.288,15,6,2
2024-02-11 16:00:00,0.333,16,6,2
2024-02-11 16:30:00,0.392,16,6,2
2024-02-11 17:00:00,0.6,17,6,2
2024-02-11 17:30:00,0.556,17,6,2
2024-02-11 18:00:00,0.488,18,6,2
2024-02-11 18:30:00,0.604,18,6,2
2024-02-11 19:00:00,0.638,19,6,2
2024-02-11 19:30:00,0.498,19,6,2
2024-02-11 20:00:00,0.44,20,6,2
2024-02-11 20:30:00,0.469,20,6,2
2024-02-11 21:00:00,0.414,21,6,2
2024-02-11 21:30:00,0.434,21,6,2
2024-02-11 22:00:00,0.425,22,6,2
2024-02-11 22:30:00,0.423,22,6,2
2024-02-11 23:00:00,0.415,23,6,2
2024-02-11 23:30:00,0.254,23,6,2
2024-02-12 00:00:00,0.226,0,0,2
2024-02-12 00:30:00,0.215,0,0,2
2024-02-12 01:00:00,0.251,1,0,2
2024-02-12 01:30:00,0.165,1,0,2
2024-02-12 02:00:00,0.147,2,0,2
2024-02-12 02:30:00,0.144,2,0,2
2024-02-12 03:00:00,0.113,3,0,2
2024-02-12 03:30:00,0.151,3,0,2
2024-02-12 04:00:00,0.166,4,0,2
2024-02-12 04:30:00,0.14,4,0,2
2024-02-12 05:00:00,0.118,5,0,2
2024-02-12 05:30:00,0.115,5,0,2
2024-02-12 06:00:00,0.126,6,0,2
2024-02-12 06:30:00,0.154,6,0,2
2024-02-12 07:00:00,0.161,7,0,2
2024-02-12 07:30:00,0.216,7,0,2
2024-02-12 08:00:00,0.21,8,0,2
2024-02-12 08:30:00,0.228,8,0,2
2024-02-12 09:00:00,0.223,9,0,2
2024-02-12 09:30:00,0.181,9,0,2
2024-02-12 10:00:00,0.184,10,0,2
2024-02-12 10:30:00,0.18,10,0,2
2024-02-12 11:00:00,0.185,11,0,2
2024-02-12 11:30:00,0.215,11,0,2
2024-02-12 12:00:00,0.18,12,0,2
2024-02-12 12:30:00,0.213,12,0,2
2024-02-12 13:00:00,0.211,13,0,2
2024-02-12 13:30:00,0.18,13,0,2
2024-02-12 14:00:00,0.18,14,0,2
2024-02-12 14:30:00,0.19,14,0,2
2024-02-12 15:00:00,0.211,15,0,2
2024-02-12 15:30:00,0.419,15,0,2
2024-02-12 16:00:00,0.453,16,0,2
2024-02-12 16:30:00,0.455,16,0,2
2024-02-12 17:00:00,0.419,17,0,2
2024-02-12 17:30:00,0.293,17,0,2
2024-02-12 18:00:00,0.239,18,0,2
2024-02-12 18:30:00,0.321,18,0,2
2024-02-12 19:00:00,0.323,19,0,2
2024-02-12 19:30:00,0.217,19,0,2
2024-02-12 20:00:00,0.333,20,0,2
2024-02-12 20:30:00,0.191,20,0,2
2024-02-12 21:00:00,0.441,21,0,2
2024-02-12 21:30:00,0.342,21,0,2
2024-02-12 22:00:00,0.436,22,0,2
2024-02-12 22:30:00,0.332,22,0,2
2024-02-12 23:00:00,0.432,23,0,2
2024-02-12 23:30:00,0.333,23,0,2
2024-02-13 00:00:00,0.256,0,1,2
2024-02-13 00:30:00,0.177,0,1,2
2024-02-13 01:00:00,0.258,1,1,2
2024-02-13 01:30:00,0.278,1,1,2
2024-02-13 02:00:00,0.124,2,1,2
2024-02-13 02:30:00,0.244,2,1,2
2024-02-13 03:00:00,0.259,3,1,2
2024-02-13 03:30:00,0.164,3,1,2
2024-02-13 04:00:00,0.263,4,1,2
2024-02-13 04:30:00,0.221,4,1,2
2024-02-13 05:00:00,0.225,5,1,2
2024-02-13 05:30:00,0.254,5,1,2
2024-02-13 06:00:00,0.147,6,1,2
2024-02-13 06:30:00,0.285,6,1,2
2024-02-13 07:00:00,0.24,7,1,2
2024-02-13 07:30:00,0.204,7,1,2
2024-02-13 08:00:00,0.295,8,1,2
2024-02-13 08:30:00,1.378,8,1,2
2024-02-13 09:00:00,1.355,9,1,2
2024-02-13 09:30:00,1.12,9,1,2
2024-02-13 10:00:00,1.341,10,1,2
2024-02-13 10:30:00,1.37,10,1,2
2024-02-13 11:00:00,1.155,11,1,2
2024-02-13 11:30:00,1.265,11,1,2
2024-02-13 12:00:00,1.529,12,1,2
2024-02-13 12:30:00,0.655,12,1,2
2024-02-13 13:00:00,0.261,13,1,2
2024-02-13 13:30:00,0.157,13,1,2
2024-02-13 14:00:00,0.258,14,1,2
2024-02-13 14:30:00,0.166,14,1,2
2024-02-13 15:00:00,0.15,15,1,2
2024-02-13 15:30:00,0.174,15,1,2
2024-02-13 16:00:00,0.257,16,1,2
2024-02-13 16:30:00,0.145,16,1,2
2024-02-13 17:00:00,0.273,17,1,2
2024-02-13 17:30:00,0.154,17,1,2
2024-02-13 18:00:00,0.282,18,1,2
2024-02-13 18:30:00,0.208,18,1,2
2024-02-13 19:00:00,0.39,19,1,2
2024-02-13 19:30:00,0.35,19,1,2
2024-02-13 20:00:00,0.335,20,1,2
2024-02-13 20:30:00,0.259,20,1,2
2024-02-13 21:00:00,0.244,21,1,2
2024-02-13 21:30:00,0.259,21,1,2
2024-02-13 22:00:00,0.232,22,1,2
2024-02-13 22:30:00,0.256,22,1,2
2024-02-13 23:00:00,0.361,23,1,2
2024-02-13 23:30:00,0.345,23,1,2
2024-02-14 00:00:00,0.461,0,2,2
2024-02-14 00:30:00,0.375,0,2,2
2024-02-14 01:00:00,0.431,1,2,2
2024-02-14 01:30:00,0.2,1,2,2
2024-02-14 02:00:00,0.289,2,2,2
2024-02-14 02:30:00,0.296,2,2,2
2024-02-14 03:00:00,0.203,3,2,2
2024-02-14 03:30:00,0.384,3,2,2
2024-02-14 04:00:00,0.184,4,2,2
2024-02-14 04:30:00,0.375,4,2,2
2024-02-14 05:00:00,0.195,5,2,2
2024-02-14 05:30:00,0.338,5,2,2
2024-02-14 06:00:00,0.236,6,2,2
2024-02-14 06:30:00,0.272,6,2,2
2024-02-14 07:00:00,0.3,7,2,2
2024-02-14 07:30:00,0.261,7,2,2
2024-02-14 08:00:00,0.409,8,2,2
2024-02-14 08:30:00,0.218,8,2,2
2024-02-14 09:00:00,0.228,9,2,2
2024-02-14 09:30:00,0.402,9,2,2
2024-02-14 10:00:00,0.195,10,2,2
2024-02-14 10:30:00,0.236,10,2,2
2024-02-14 11:00:00,0.395,11,2,2
2024-02-14 11:30:00,0.24,11,2,2
2024-02-14 12:00:00,0.268,12,2,2
2024-02-14 12:30:00,0.424,12,2,2
2024-02-14 13:00:00,0.233,13,2,2
2024-02-14 13:30:00,0.252,13,2,2
2024-02-14 14:00:00,0.279,14,2,2
2024-02-14 14:30:00,0.218,14,2,2
2024-02-14 15:00:00,0.226,15,2,2
2024-02-14 15:30:00,0.211,15,2,2
2024-02-14 16:00:00,0.231,16,2,2
2024-02-14 16:30:00,0.358,16,2,2
2024-02-14 17:00:00,0.235,17,2,2
2024-02-14 17:30:00,0.363,17,2,2
2024-02-14 18:00:00,0.267,18,2,2
2024-02-14 18:30:00,0.257,18,2,2
2024-02-14 19:00:00,0.408,19,2,2
2024-02-14 19:30:00,0.287,19,2,2
2024-02-14 20:00:00,0.299,20,2,2
2024-02-14 20:30:00,0.552,20,2,2
2024-02-14 21:00:00,0.532,21,2,2
2024-02-14 21:30:00,0.514,21,2,2
2024-02-14 22:00:00,0.437,22,2,2
2024-02-14 22:30:00,0.446,22,2,2
2024-02-14 23:00:00,0.522,23,2,2
2024-02-14 23:30:00,0.493,23,2,2
2024-02-15 00:00:00,0.486,0,3,2
2024-02-15 00:30:00,0.442,0,3,2
2024-02-15 01:00:00,0.427,1,3,2
2024-02-15 01:30:00,0.439,1,3,2
2024-02-15 02:00:00,0.428,2,3,2
2024-02-15 02:30:00,0.424,2,3,2
2024-02-15 03:00:00,0.448,3,3,2
2024-02-15 03:30:00,0.432,3,3,2
2024-02-15 04:00:00,0.275,4,3,2
2024-02-15 04:30:00,0.335,4,3,2
2024-02-15 05:00:00,0.447,5,3,2
2024-02-15 05:30:00,0.417,5,3,2
2024-02-15 06:00:00,0.415,6,3,2
2024-02-15 06:30:00,0.455,6,3,2
2024-02-15 07:00:00,0.381,7,3,2
2024-02-15 07:30:00,0.196,7,3,2
2024-02-15 08:00:00,0.246,8,3,2
2024-02-15 08:30:00,0.447,8,3,2
2024-02-15 09:00:00,0.42,9,3,2
2024-02-15 09:30:00,0.207,9,3,2
2024-02-15 10:00:00,0.219,10,3,2
2024-02-15 10:30:00,0.385,10,3,2
2024-02-15 11:00:00,0.439,11,3,2
2024-02-15 11:30:00,0.261,11,3,2
2024-02-15 12:00:00,0.227,12,3,2
2024-02-15 12:30:00,0.36,12,3,2
2024-02-15 13:00:00,0.385,13,3,2
2024-02-15 13:30:00,0.199,13,3,2
2024-02-15 14:00:00,0.192,14,3,2
2024-02-15 14:30:00,0.384,14,3,2
2024-02-15 15:00:00,0.269,15,3,2
2024-02-15 15:30:00,0.201,15,3,2
2024-02-15 16:00:00,0.254,16,3,2
2024-02-15 16:30:00,0.398,16,3,2
2024-02-15 17:00:00,0.229,17,3,2
2024-02-15 17:30:00,0.344,17,3,2
2024-02-15 18:00:00,0.388,18,3,2
2024-02-15 18:30:00,0.216,18,3,2
2024-02-15 19:00:00,0.279,19,3,2
2024-02-15 19:30:00,0.313,19,3,2
2024-02-15 20:00:00,0.434,20,3,2
2024-02-15 20:30:00,0.399,20,3,2
2024-02-15 21:00:00,0.249,21,3,2
2024-02-15 21:30:00,0.376,21,3,2
2024-02-15 22:00:00,0.431,22,3,2
2024-02-15 22:30:00,0.26,22,3,2
2024-02-15 23:00:00,0.318,23,3,2
2024-02-15 23:30:00,0.275,23,3,2
2024-02-16 00:00:00,0.267,0,4,2
2024-02-16 00:30:00,0.235,0,4,2
2024-02-16 01:00:00,0.24,1,4,2
2024-02-16 01:30:00,0.246,1,4,2
2024-02-16 02:00:00,0.477,2,4,2
2024-02-16 02:30:00,0.319,2,4,2
2024-02-16 03:00:00,0.224,3,4,2
2024-02-16 03:30:00,0.454,3,4,2
2024-02-16 04:00:00,0.342,4,4,2
2024-02-16 04:30:00,0.249,4,4,2
2024-02-16 05:00:00,0.408,5,4,2
2024-02-16 05:30:00,0.389,5,4,2
2024-02-16 06:00:00,0.221,6,4,2
2024-02-16 06:30:00,0.352,6,4,2
2024-02-16 07:00:00,0.448,7,4,2
2024-02-16 07:30:00,0.245,7,4,2
2024-02-16 08:00:00,0.287,8,4,2
2024-02-16 08:30:00,0.432,8,4,2
2024-02-16 09:00:00,0.245,9,4,2
2024-02-16 09:30:00,0.208,9,4,2
2024-02-16 10:00:00,0.323,10,4,2
2024-02-16 10:30:00,0.313,10,4,2
2024-02-16 11:00:00,0.242,11,4,2
2024-02-16 11:30:00,0.256,11,4,2
2024-02-16 12:00:00,0.41,12,4,2
2024-02-16 12:30:00,0.233,12,4,2
2024-02-16 13:00:00,0.202,13,4,2
2024-02-16 13:30:00,0.328,13,4,2
2024-02-16 14:00:00,0.244,14,4,2
2024-02-16 14:30:00,0.217,14,4,2
2024-02-16 15:00:00,0.256,15,4,2
2024-02-16 15:30:00,0.277,15,4,2
2024-02-16 16:00:00,0.351,16,4,2
2024-02-16 16:30:00,0.214,16,4,2
2024-02-16 17:00:00,0.239,17,4,2
2024-02-16 17:30:00,0.347,17,4,2
2024-02-16 18:00:00,0.265,18,4,2
2024-02-16 18:30:00,0.749,18,4,2
2024-02-16 19:00:00,1.069,19,4,2
2024-02-16 19:30:00,0.759,19,4,2
2024-02-16 20:00:00,0.967,20,4,2
2024-02-16 20:30:00,1.793,20,4,2
2024-02-16 21:00:00,1.19,21,4,2
2024-02-16 21:30:00,0.525,21,4,2
2024-02-16 22:00:00,0.478,22,4,2
2024-02-16 22:30:00,0.507,22,4,2
2024-02-16 23:00:00,1.504,23,4,2
2024-02-16 23:30:00,1.338,23,4,2
2024-02-17 00:00:00,0.824,0,5,2
2024-02-17 00:30:00,0.491,0,5,2
2024-02-17 01:00:00,0.201,1,5,2
2024-02-17 01:30:00,0.217,1,5,2
2024-02-17 02:00:00,0.18,2,5,2
2024-02-17 02:30:00,0.182,2,5,2
2024-02-17 03:00:00,0.198,3,5,2
2024-02-17 03:30:00,0.176,3,5,2
2024-02-17 04:00:00,0.351,4,5,2
2024-02-17 04:30:00,0.166,4,5,2
2024-02-17 05:00:00,0.354,5,5,2
2024-02-17 05:30:00,0.194,5,5,2
2024-02-17 06:00:00,0.352,6,5,2
2024-02-17 06:30:00,0.185,6,5,2
2024-02-17 07:00:00,0.306,7,5,2
2024-02-17 07:30:00,0.241,7,5,2
2024-02-17 08:00:00,0.198,8,5,2
2024-02-17 08:30:00,0.369,8,5,2
2024-02-17 09:00:00,0.192,9,5,2
2024-02-17 09:30:00,0.275,9,5,2
2024-02-17 10:00:00,0.259,10,5,2
2024-02-17 10:30:00,0.641,10,5,2
2024-02-17 11:00:00,0.511,11,5,2
2024-02-17 11:30:00,1.067,11,5,2
2024-02-17 12:00:00,1.063,12,5,2
2024-02-17 12:30:00,0.371,12,5,2
2024-02-17 13:00:00,0.273,13,5,2
2024-02-17 13:30:00,0.202,13,5,2
2024-02-17 14:00:00,0.382,14,5,2
2024-02-17 14:30:00,0.31,14,5,2
2024-02-17 15:00:00,0.236,15,5,2
2024-02-17 15:30:00,0.238,15,5,2
2024-02-17 16:00:00,0.258,16,5,2
2024-02-17 16:30:00,0.415,16,5,2
2024-02-17 17:00:00,0.299,17,5,2
2024-02-17 17:30:00,0.346,17,5,2
2024-02-17 18:00:00,0.339,18,5,2
2024-02-17 18:30:00,0.195,18,5,2
2024-02-17 19:00:00,0.517,19,5,2
2024-02-17 19:30:00,0.605,19,5,2
2024-02-17 20:00:00,0.6,20,5,2
2024-02-17 20:30:00,0.673,20,5,2
2024-02-17 21:00:00,0.63,21,5,2
2024-02-17 21:30:00,0.606,21,5,2
2024-02-17 22:00:00,0.631,22,5,2
2024-02-17 22:30:00,0.617,22,5,2
2024-02-17 23:00:00,0.618,23,5,2
2024-02-17 23:30:00,0.586,23,5,2
2024-02-18 00:00:00,0.619,0,6,2
2024-02-18 00:30:00,0.626,0,6,2
2024-02-18 01:00:00,0.577,1,6,2
2024-02-18 01:30:00,0.574,1,6,2
2024-02-18 02:00:00,0.581,2,6,2
2024-02-18 02:30:00,0.56,2,6,2
2024-02-18 03:00:00,0.543,3,6,2
2024-02-18 03:30:00,0.603,3,6,2
2024-02-18 04:00:00,0.68,4,6,2
2024-02-18 04:30:00,0.688,4,6,2
2024-02-18 05:00:00,0.701,5,6,2
2024-02-18 05:30:00,0.63,5,6,2
2024-02-18 06:00:00,0.52,6,6,2
2024-02-18 06:30:00,0.592,6,6,2
2024-02-18 07:00:00,0.478,7,6,2
2024-02-18 07:30:00,0.555,7,6,2
2024-02-18 08:00:00,0.404,8,6,2
2024-02-18 08:30:00,0.523,8,6,2
2024-02-18 09:00:00,0.38,9,6,2
2024-02-18 09:30:00,0.395,9,6,2
2024-02-18 10:00:00,0.375,10,6,2
2024-02-18 10:30:00,0.448,10,6,2
2024-02-18 11:00:00,0.49,11,6,2
2024-02-18 11:30:00,0.331,11,6,2
2024-02-18 12:00:00,0.332,12,6,2
2024-02-18 12:30:00,0.559,12,6,2
2024-02-18 13:00:00,0.364,13,6,2
2024-02-18 13:30:00,0.38,13,6,2
2024-02-18 14:00:00,0.62,14,6,2
2024-02-18 14:30:00,0.375,14,6,2
2024-02-18 15:00:00,0.381,15,6,2
2024-02-18 15:30:00,0.47,15,6,2
2024-02-18 16:00:00,0.414,16,6,2
2024-02-18 16:30:00,0.427,16,6,2
2024-02-18 17:00:00,0.484,17,6,2
2024-02-18 17:30:00,0.562,17,6,2
2024-02-18 18:00:00,0.652,18,6,2
2024-02-18 18:30:00,0.876,18,6,2
2024-02-18 19:00:00,0.928,19,6,2
2024-02-18 19:30:00,0.726,19,6,2
2024-02-18 20:00:00,0.541,20,6,2
2024-02-18 20:30:00,0.568,20,6,2
2024-02-18 21:00:00,0.689,21,6,2
2024-02-18 21:30:00,0.601,21,6,2
2024-02-18 22:00:00,0.562,22,6,2
2024-02-18 22:30:00,0.59,22,6,2
2024-02-18 23:00:00,0.639,23,6,2
2024-02-18 23:30:00,0.583,23,6,2
2024-02-19 00:00:00,0.53,0,0,2
2024-02-19 00:30:00,0.532,0,0,2
2024-02-19 01:00:00,0.584,1,0,2
2024-02-19 01:30:00,0.601,1,0,2
2024-02-19 02:00:00,0.605,2,0,2
2024-02-19 02:30:00,0.554,2,0,2
2024-02-19 03:00:00,0.552,3,0,2
2024-02-19 03:30:00,0.558,3,0,2
2024-02-19 04:00:00,0.599,4,0,2
2024-02-19 04:30:00,0.574,4,0,2
2024-02-19 05:00:00,0.553,5,0,2
2024-02-19 05:30:00,0.59,5,0,2
2024-02-19 06:00:00,0.611,6,0,2
2024-02-19 06:30:00,0.609,6,0,2
2024-02-19 07:00:00,0.529,7,0,2
2024-02-19 07:30:00,0.544,7,0,2
2024-02-19 08:00:00,0.53,8,0,2
2024-02-19 08:30:00,0.525,8,0,2
2024-02-19 09:00:00,0.518,9,0,2
2024-02-19 09:30:00,0.428,9,0,2
2024-02-19 10:00:00,0.485,10,0,2
2024-02-19 10:30:00,0.474,10,0,2
2024-02-19 11:00:00,0.43,11,0,2
2024-02-19 11:30:00,0.487,11,0,2
2024-02-19 12:00:00,0.499,12,0,2
2024-02-19 12:30:00,0.462,12,0,2
2024-02-19 13:00:00,0.496,13,0,2
2024-02-19 13:30:00,0.432,13,0,2
2024-02-19 14:00:00,0.486,14,0,2
2024-02-19 14:30:00,0.474,14,0,2
2024-02-19 15:00:00,0.452,15,0,2
2024-02-19 15:30:00,0.435,15,0,2
2024-02-19 16:00:00,0.467,16,0,2
2024-02-19 16:30:00,0.428,16,0,2
2024-02-19 17:00:00,0.47,17,0,2
2024-02-19 17:30:00,0.537,17,0,2
2024-02-19 18:00:00,0.544,18,0,2
2024-02-19 18:30:00,0.514,18,0,2
2024-02-19 19:00:00,0.568,19,0,2
2024-02-19 19:30:00,0.593,19,0,2
2024-02-19 20:00:00,0.52,20,0,2
2024-02-19 20:30:00,0.505,20,0,2
2024-02-19 21:00:00,0.575,21,0,2
2024-02-19 21:30:00,0.482,21,0,2
2024-02-19 22:00:00,0.514,22,0,2
2024-02-19 22:30:00,0.524,22,0,2
2024-02-19 23:00:00,0.509,23,0,2
2024-02-19 23:30:00,0.566,23,0,2
2024-02-20 00:00:00,0.49,0,1,2
2024-02-20 00:30:00,0.494,0,1,2
2024-02-20 01:00:00,0.494,1,1,2
2024-02-20 01:30:00,0.501,1,1,2
2024-02-20 02:00:00,0.546,2,1,2
2024-02-20 02:30:00,0.535,2,1,2
2024-02-20 03:00:00,0.54,3,1,2
2024-02-20 03:30:00,0.539,3,1,2
2024-02-20 04:00:00,0.514,4,1,2
2024-02-20 04:30:00,0.527,4,1,2
2024-02-20 05:00:00,0.515,5,1,2
2024-02-20 05:30:00,0.541,5,1,2
2024-02-20 06:00:00,0.542,6,1,2
2024-02-20 06:30:00,0.582,6,1,2
2024-02-20 07:00:00,0.564,7,1,2
2024-02-20 07:30:00,0.528,7,1,2
2024-02-20 08:00:00,0.519,8,1,2
2024-02-20 08:30:00,0.488,8,1,2
2024-02-20 09:00:00,0.486,9,1,2
2024-02-20 09:30:00,0.473,9,1,2
2024-02-20 10:00:00,0.51,10,1,2
2024-02-20 10:30:00,0.486,10,1,2
2024-02-20 11:00:00,0.508,11,1,2
2024-02-20 11:30:00,0.486,11,1,2
2024-02-20 12:00:00,0.468,12,1,2
2024-02-20 12:30:00,0.47,12,1,2
2024-02-20 13:00:00,0.437,13,1,2
2024-02-20 13:30:00,0.449,13,1,2
2024-02-20 14:00:00,0.537,14,1,2
2024-02-20 14:30:00,0.426,14,1,2
2024-02-20 15:00:00,0.453,15,1,2
2024-02-20 15:30:00,0.412,15,1,2
2024-02-20 16:00:00,0.461,16,1,2
2024-02-20 16:30:00,0.46,16,1,2
2024-02-20 17:00:00,0.453,17,1,2
2024-02-20 17:30:00,0.478,17,1,2
2024-02-20 18:00:00,0.509,18,1,2
2024-02-20 18:30:00,0.423,18,1,2
2024-02-20 19:00:00,0.474,19,1,2
2024-02-20 19:30:00,0.5,19,1,2
2024-02-20 20:00:00,0.52,20,1,2
2024-02-20 20:30:00,0.53,20,1,2
2024-02-20 21:00:00,0.573,21,1,2
2024-02-20 21:30:00,0.571,21,1,2
2024-02-20 22:00:00,0.571,22,1,2
2024-02-20 22:30:00,0.539,22,1,2
2024-02-20 23:00:00,0.53,23,1,2
2024-02-20 23:30:00,0.455,23,1,2
2024-02-21 00:00:00,0.567,0,2,2
2024-02-21 00:30:00,0.621,0,2,2
2024-02-21 01:00:00,0.573,1,2,2
2024-02-21 01:30:00,0.368,1,2,2
2024-02-21 02:00:00,0.344,2,2,2
2024-02-21 02:30:00,0.403,2,2,2
2024-02-21 03:00:00,0.337,3,2,2
2024-02-21 03:30:00,0.302,3,2,2
2024-02-21 04:00:00,0.3,4,2,2
2024-02-21 04:30:00,0.289,4,2,2
2024-02-21 05:00:00,0.337,5,2,2
2024-02-21 05:30:00,0.337,5,2,2
2024-02-21 06:00:00,0.314,6,2,2
2024-02-21 06:30:00,0.328,6,2,2
2024-02-21 07:00:00,0.337,7,2,2
2024-02-21 07:30:00,0.301,7,2,2
2024-02-21 08:00:00,0.284,8,2,2
2024-02-21 08:30:00,0.29,8,2,2
2024-02-21 09:00:00,0.291,9,2,2
2024-02-21 09:30:00,0.26,9,2,2
2024-02-21 10:00:00,0.255,10,2,2
2024-02-21 10:30:00,0.238,10,2,2
2024-02-21 11:00:00,0.268,11,2,2
2024-02-21 11:30:00,0.237,11,2,2
2024-02-21 12:00:00,0.29,12,2,2
2024-02-21 12:30:00,0.271,12,2,2
2024-02-21 13:00:00,0.195,13,2,2
2024-02-21 13:30:00,0.25,13,2,2
2024-02-21 14:00:00,0.229,14,2,2
2024-02-21 14:30:00,0.241,14,2,2
2024-02-21 15:00:00,0.234,15,2,2
2024-02-21 15:30:00,0.208,15,2,2
2024-02-21 16:00:00,0.196,16,2,2
2024-02-21 16:30:00,0.238,16,2,2
2024-02-21 17:00:00,0.189,17,2,2
2024-02-21 17:30:00,0.289,17,2,2
2024-02-21 18:00:00,0.333,18,2,2
2024-02-21 18:30:00,0.313,18,2,2
2024-02-21 19:00:00,0.319,19,2,2
2024-02-21 19:30:00,0.385,19,2,2
2024-02-21 20:00:00,0.618,20,2,2
2024-02-21 20:30:00,0.704,20,2,2
2024-02-21 21:00:00,0.455,21,2,2
2024-02-21 21:30:00,0.688,21,2,2
2024-02-21 22:00:00,0.626,22,2,2
2024-02-21 22:30:00,0.527,22,2,2
2024-02-21 23:00:00,0.409,23,2,2
2024-02-21 23:30:00,0.48,23,2,2
2024-02-22 00:00:00,0.545,0,3,2
2024-02-22 00:30:00,0.405,0,3,2
2024-02-22 01:00:00,0.377,1,3,2
2024-02-22 01:30:00,0.373,1,3,2
2024-02-22 02:00:00,0.368,2,3,2
2024-02-22 02:30:00,0.37,2,3,2
2024-02-22 03:00:00,0.372,3,3,2
2024-02-22 03:30:00,0.364,3,3,2
2024-02-22 04:00:00,0.424,4,3,2
2024-02-22 04:30:00,0.42,4,3,2
2024-02-22 05:00:00,0.408,5,3,2
2024-02-22 05:30:00,0.368,5,3,2
2024-02-22 06:00:00,0.371,6,3,2
2024-02-22 06:30:00,0.253,6,3,2
2024-02-22 07:00:00,0.165,7,3,2
2024-02-22 07:30:00,0.194,7,3,2
2024-02-22 08:00:00,0.208,8,3,2
2024-02-22 08:30:00,0.206,8,3,2
2024-02-22 09:00:00,0.168,9,3,2
2024-02-22 09:30:00,0.191,9,3,2
2024-02-22 10:00:00,0.197,10,3,2
2024-02-22 10:30:00,0.272,10,3,2
2024-02-22 11:00:00,0.197,11,3,2
2024-02-22 11:30:00,0.194,11,3,2
2024-02-22 12:00:00,0.25,12,3,2
2024-02-22 12:30:00,0.294,12,3,2
2024-02-22 13:00:00,0.197,13,3,2
2024-02-22 13:30:00,0.214,13,3,2
2024-02-22 14:00:00,0.207,14,3,2
2024-02-22 14:30:00,0.294,14,3,2
2024-02-22 15:00:00,0.198,15,3,2
